,text,dir,blog,keywords
251,wortverliebt netze geworfen als worte ton um ton den rosenkranz gewunden um deiner gedanken stilles gebet murmelndes geflecht aus dem es kein entrinnen gibt by lylo mitlichem dank an miro für die inspiration lylo jun abgelegt in inspired lyric abgelegt in inspired lyric,461,3218,"['ton', 'inspired', 'rosenkranz', 'murmelndes', 'gewunden', 'geflecht', 'gebet', 'entrinnen', 'wortverliebt', 'stilles']"
252,lyrik und musik und klingt musik in mir und weiß sie nichts von lyrik die meinen kopf beatmet und sehnsucht seufzt doch summen worte mir im schoß und jubilieren sie an meinem busen aus den liedern deiner küsse die ich erahne nur als gedicht by lylo mitlichem dank für die inspiration an fabian lylo jun abgelegt in inspired lyric abgelegt in inspired lyric,463,3218,"['musik', 'inspired', 'lyrik', 'beatmet', 'summen', 'seufzt', 'erahne', 'jubilieren', 'und', 'liedern']"
253,lyrik und musik und klingt musik in mir und weiß sie nichts von lyrik die meinen kopf beatmet und sehnsucht seufzt doch summen worte mir im schoß und jubilieren sie an meinem busen aus den liedern deiner küsse die ich erahne nur als gedicht by lylo mitlichem dank für die inspiration an fabian lylo jun abgelegt in inspired lyric abgelegt in inspired lyric sillerbetrachter jun du bist ein gedicht lylo ich sende dir ein busserl und wünsche gute nacht uta traveller jun das ist musik in meinen ohren wenn ich es lese und ein gedicht in meinem herzen lieben gruß uta lieben gruß uta königindernacht gast jun begeistert lylo wieder ein text der mich beflügelt zu den wortrn ja genau was für herrlich unverbrauchte bilder nur als gedicht erneut mein kompliment erneut mein kompliment ,464,3218,"['musik', 'gedicht', 'erneut', 'jun', 'uta', 'kompliment', 'inspired', 'und', 'lyrik', 'ein']"
254,die welt ist rund barfuss mit neugierigen lippen tanze ich meine fragen auf die äcker deiner blühenden landschaft ich verspreche nichts erfülle lächelnd by lylo vorspiel nachzulesen unter nackt und bloß in gleicher glut lylo jun abgelegt in inspired lyric abgelegt in inspired lyric,466,3218,"['inspired', 'äcker', 'verspreche', 'neugierigen', 'barfuss', 'rund', 'blühenden', 'landschaft', 'gleicher', 'erfülle']"
255,die welt ist rund barfuss mit neugierigen lippen tanze ich meine fragen auf die äcker deiner blühenden landschaft ich verspreche nichts erfülle lächelnd by lylo vorspiel nachzulesen unter nackt und bloß in gleicher glut lylo jun abgelegt in inspired lyric abgelegt in inspired lyric lyrik undercover jun das gefällt mir auch sehr gut bei deinen anderen werken habe ich oft die schwierigkeit mich zu entscheiden in welcher deiner zeilen ich mich einnisten soll es sind zu viele grins ganz lieb bei deinen anderen werken habe ich oft die schwierigkeit mich zu entscheiden in welcher deiner zeilen ich mich einnisten soll es sind zu viele grins ganz lieb caliente_in_berlin jun leicht beschwingt verliebt charmant applaus applaus danke meine damen aber bei so einer inspiration und ich spreche nicht von dem foto sondern von dem gedicht gefällt mir superrichtigdolle schöne bilder und dazwischen noch viel mehr schöne bilder und dazwischen noch viel mehr miro gast jun femme fatale iv mit sanften handbewegungen verlasse ich leicht ansteigende hügel im engen tal deines unterlandes den seidenweichen rasen bewässern und liebevoll zu pflegen miro verlasse ich leicht ansteigende hügel im engen tal deines unterlandes den seidenweichen rasen bewässern und liebevoll zu pflegen miro uh das ist aber ein wunderschönes einstandsgeschenk danke und herzlich willkommen hier ich habe es in meine friendslyrik aufgenommen ich hoffe es ist ok für dich ich habe es in meine friendslyrik aufgenommen ich hoffe es ist ok für dich miro gast jun das freut mich sehr und wenn du nicht dagegen hast möchte ich gern dein gedicht bei mir veröffentlichen liebe grüße miro möchte ich gern dein gedicht bei mir veröffentlichen liebe grüße miro,467,3218,"['miro', 'ich', 'jun', 'bei', 'einnisten', 'aufgenommen', 'leicht', 'werken', 'unterlandes', 'seidenweichen']"
256,die nacht im haar ich spürte die nacht im haar ich spürte diesen kuss und die schwere deines körpers der die nacht süßte dann legte ich alles ab um mich nackt in deine nacktheit zu schmelzen es gab keine bedingung mehr rot wallen die nebel und ich weiß das warten hat ein ende by lylo ich bedanke mich bei lyrik undercover für die inspiration lylo mrz abgelegt in inspired lyric abgelegt in inspired lyric,469,3218,"['spürte', 'inspired', 'nacht', 'haar', 'die', 'ich', 'süßte', 'bedingung', 'wallen', 'undercover']"
257,die nacht im haar ich spürte die nacht im haar ich spürte diesen kuss und die schwere deines körpers der die nacht süßte dann legte ich alles ab um mich nackt in deine nacktheit zu schmelzen es gab keine bedingung mehr rot wallen die nebel und ich weiß das warten hat ein ende by lylo ich bedanke mich bei lyrik undercover für die inspiration lylo mrz abgelegt in inspired lyric abgelegt in inspired lyric reh volution mrz da schmelz ich in deinen text liebe grüße aus dem hohen norden x,470,3218,"['spürte', 'inspired', 'ich', 'nacht', 'haar', 'die', 'mrz', 'süßte', 'schmelz', 'norden']"
258,topf mit deckel ich hol den großen streicheltopf ganz nah an deine haut und schöpfe aus ihm zärtlichkeit und manchen leisen laut ich forme zahllos löffelchen mit meinen weichen händen doch lass ich es an diesem tag dabei noch nicht bewenden ich tauche meine zunge tief hinab in das gefäß und tropfe die liebkosung langsam über dein gesäß ich mal auf dir flanier auf dir ergründe alle nischen bis unsere gedankenwünsche schmelzend sich vermischen wie stark du bist wie wunderbar so hart in deiner kraft mit der du meinen topf dann füllst mit deiner leidenschaft by lylo mitlichem dank für die inspiration an lylo mrz abgelegt in inspired lyric abgelegt in inspired lyric berta gast mrz lecker das nenne ich eine gelungene u schmackhafte kost hoch lebe die kocherei kost hoch lebe die kocherei ,473,3218,"['kost', 'kocherei', 'topf', 'lebe', 'inspired', 'hoch', 'ich', 'schmackhafte', 'mrz', 'zahllos']"
259,im bauche der provence was für eine nacht und wieder ein ausflug in die provence in die heimat deren atem lyrik ist in dieses herz das für uns schlägt an jedem ort an dem ich dich erspüre auch wenn wir diesmal nicht alleine saßen an dem langen tisch an der mauer mit den schwalbennestern unter der rhododendron glut im bunten lachen unserer freunde und du am anderen ende tanzten gedichte zwischen uns deren sprache nur wir zwei verstehen wir mussten unsere augen senken um sie nicht in die welt zu schreien doch schwanden mir die sinne beim klang der stimme mit der du sie für meine ohren rezitiertest ich fand mich wieder auf den tisch gebreitet zog ich dich über mich nur du und ich im bauche der provence in dieser nacht im hof der lyrik an der mauer unseres hauses der poesie umringt vom bunten lachen unserer freunde by lylo mit heißem dank für diese inspiration lylo feb abgelegt in inspired lyric abgelegt in inspired lyric,476,3218,"['provence', 'der', 'mauer', 'bauche', 'tisch', 'freunde', 'bunten', 'deren', 'inspired', 'für']"
260,schlaflos schlaflos schlaflos bedeutet nicht traumlos schattenbilder kriechen aus der dunkelheit in meine sinne farblos farblos bedeutet nicht blutarm schwarz und grau blutet es in die fantasien meiner schlaflosigkeit schreilos schreilos bedeutet nicht stumm sondern stille bisse auf die lippen meiner wünsche by lylo ein versuchtes trostpflaster für herrn wolf der heute leider schlecht geschlafen hat lylo feb abgelegt in inspired lyric abgelegt in inspired lyric,478,3218,"['schlaflos', 'bedeutet', 'schreilos', 'farblos', 'inspired', 'versuchtes', 'trostpflaster', 'schattenbilder', 'blutet', 'blutarm']"
261,weihnachtsnah wenn der schnee so sanft und weich die welt bedeckt mit warmem schimmer dämmerung glitzert und flockenweise küsse meine lippen streifen wenn die nacht das schwarz erhellt dunkelblau samtet sternenbestickt im glöckchenklang aus christkinds hand mein herz in ihren händen wiegt denk ich an dich by lylo lylo dez abgelegt in love letters abgelegt in love letters,479,3218,"['letters', 'weihnachtsnah', 'warmem', 'sternenbestickt', 'glöckchenklang', 'flockenweise', 'dunkelblau', 'christkinds', 'denk', 'wiegt']"
262,ischia da capo alles ist wie es immer war die schmale straße windet sich vom hafen direkt auf den kleinen platz auf dem sie ihren linksschwung verbreitert ja und hier ist sie auch die mimi bar wirkt noch so als hätten wir sie gestern erst verlassen ich setze mich an das kleine tischchen in der ersten reihe mit dem grandiosen blick auf die bunte menge die hier vorbeiflaniert wie im theater auf den guten plätzen pippo ja es ist tatsächlich noch immer pippo lächelt auf mich zu wie gewohnt mit einem schälchen pistazien in der hand buon giorno signora es gibt mir doch einen kleinen stich dass er mich nicht erkennt aber nach zwei jahren campari fragt er plötzlich und kneift die augen ein wenig zusammen bei seinem blick auf mein leuchtendrotes haar ja bitte grinse ich und seine augen weiten sich erkennend signora schreit er ich heiße jetzt lylo sage ich und reiche ihm die hand die er herzlich schüttelt er runzelt die stirn sind sie allein hier ja antworte ich und schaue sehnsüchtig an ihm vorbei zu dem kleinen tischchen neben dem eingang als könntest du dort sitzen by lylo lylo jun abgelegt in love letters abgelegt in love letters,482,3218,"['er', 'signora', 'tischchen', 'pippo', 'ja', 'kleinen', 'auf', 'die', 'hier', 'letters']"
263,ischia da capo alles ist wie es immer war die schmale straße windet sich vom hafen direkt auf den kleinen platz auf dem sie ihren linksschwung verbreitert ja und hier ist sie auch die mimi bar wirkt noch so als hätten wir sie gestern erst verlassen ich setze mich an das kleine tischchen in der ersten reihe mit dem grandiosen blick auf die bunte menge die hier vorbeiflaniert wie im theater auf den guten plätzen pippo ja es ist tatsächlich noch immer pippo lächelt auf mich zu wie gewohnt mit einem schälchen pistazien in der hand buon giorno signora es gibt mir doch einen kleinen stich dass er mich nicht erkennt aber nach zwei jahren campari fragt er plötzlich und kneift die augen ein wenig zusammen bei seinem blick auf mein leuchtendrotes haar ja bitte grinse ich und seine augen weiten sich erkennend signora schreit er ich heiße jetzt lylo sage ich und reiche ihm die hand die er herzlich schüttelt er runzelt die stirn sind sie allein hier ja antworte ich und schaue sehnsüchtig an ihm vorbei zu dem kleinen tischchen neben dem eingang als könntest du dort sitzen by lylo lylo jun abgelegt in love letters abgelegt in love letters caliente_in_berlin jun ooooooooooooh übrigens das foto auf meinem podspot ist der ausblick von der mimi bar nach der linken seite hin rechts sieht man noch wie das haus bereits in der kurve steht die auf den kleinen platz führt caliente_in_berlin jun ischia kenne ich leider noch nicht aber ist bestimmt so ähnlich wie capri träum herzallerliebste grüße an meine lieblingscousine herzallerliebste grüße an meine lieblingscousine reh volution jun je nach dem wie intensiv die erinnerungen an einen ort sind desto schwieriger wird es sie bei einem erneuten besuch wieder aufleben zu lassen aber manchmal reicht es ja wie beschrieben sie nur zart revue passieren zu lassen als ich mit jahren jahre nach dem umzug nach hamburg mein altes zuhause in madrid aufgesucht habe ist es mir nicht gelungen all die wunderschönen erinnerungen hochzuzaubern enttäuscht dachte ich damals nichts wird mir diese tollen fünf jahre in spanien wiederbringen auch zwei jahre später klappte es nicht ich denke heute wäre ich reif für einen versöhnlichen ausflug an die orte schönster erinnerungen bei urlaubserinnerungen ist es wohl einfacher ja lieber doktor da hast du wohl recht und doch kann es auch sehr schön sein an den ort der erinnerungen zurückzukehren die sehnsucht süß sein zu lassen und sich der gnade zu erfreuen über das erlebte das einem niemand mehr nehmen kann ich wünsche dir viele schöne erinnerungen für dein leben und doch kann es auch sehr schön sein an den ort der erinnerungen zurückzukehren die sehnsucht süß sein zu lassen und sich der gnade zu erfreuen über das erlebte das einem niemand mehr nehmen kann ich wünsche dir viele schöne erinnerungen für dein leben luna in flagranti jun oh wie schön wie sich die bilder doch immer wieder gleichen danke daß du mich hergelockt hast ich fühle eine sehr wohltuende verbundenheit lg von luna lg von luna ich hab dich gelockt oooh aber schön dass du da warst verbindliche grüße aber schön dass du da warst verbindliche grüße luna in flagranti jun locken ist der sicherste weg zu begeistern glaub ich zumindest lg von luna lg von luna sillerbetrachter jun auch mir scheint es sinnvoll erinnerungen in besuchen von orten aufleben zu lassen gerade bei schmerzvollen erfahrungen hat mir ein abschied nehmen vor ort immer gut getan weil man kummervolle erinnerungen eben auch dalassen kann auch glückliche erinnerungen finden bei besuchen einen neuen raum in der erinnerung finde ich die erinnerungen in einem sind immer mit der alltagsform und dem alltagsgefühl verbunden daher erscheint es mir weinig möglich dieselben erfahrungen zweimal zu machen das ist ja auch gut so weil bereichernde hinzugefügt werden können lylo mit den roten haaren ich lasse dir einen dicken schmatz und eine herzliche umarmung hier wir lesen uns auch glückliche erinnerungen finden bei besuchen einen neuen raum in der erinnerung finde ich die erinnerungen in einem sind immer mit der alltagsform und dem alltagsgefühl verbunden daher erscheint es mir weinig möglich dieselben erfahrungen zweimal zu machen das ist ja auch gut so weil bereichernde hinzugefügt werden können lylo mit den roten haaren ich lasse dir einen dicken schmatz und eine herzliche umarmung hier wir lesen uns ,483,3218,"['erinnerungen', 'luna', 'ich', 'es', 'auch', 'jun', 'ja', 'ort', 'zu', 'der']"
264,egal wo du bist manchmal denke ich dich nur manchmal denn meistens spüre ich dich doch wenn ich dich denke dann lächelt mein mund und meine augen träumen sich in die wolken dann kann ich dich sehen egal wo du bist ich sehe wie du an deinem schreibtisch sitzt und versuchst nicht an mich zu denken wie sich deine stirne furcht dabei vor anstrengung und streiche mit gedankenfingern zärtlich darüber ich sehe wie du im garten unnütze dinge auf deine sonnenliege stapelst damit ich nicht neben dir liegen kann und setze mich neben dich einfach ins gras halte das kinderfäustchen und liebkose jeden finger einzeln ich sehe wie du nachts mit zigarettenrauch den abendstern vernebelst der mit meinen augen auf dich blickt und schleiche mich in dein rotweinglas um deine lippen sanft zu küssen wenn ich dich denke wächst die zärtlichkeit ins unermessliche dann spüre ich dich und du bist mir nah egal wo du bist by lylo lylo jun abgelegt in love letters abgelegt in love letters,485,3218,"['dich', 'egal', 'sehe', 'ich', 'bist', 'du', 'denke', 'wo', 'neben', 'letters']"
265,ein mann wie ein roman gestern war prosy bei mir meine freundin sagte sie erzähl doch wie sieht er denn nun aus er ist so schön sagte ich liebe wir haben doch gelernt dass man so nichts und niemanden beschreiben soll nie wirst du einen roman schreiben können ich seufzte meine freundin nun sag schon er ist groß und schlank und wirkt so gepflegt als bekäme er nicht einmal beim barfußlaufen schmutzige füße jeder millimeter seiner haut lässt mich die sonne sehen und auf seiner brust kringeln sich weiche löckchen die immer nach frisch geduscht duften seine hände sind trocken und warm zärtlich und reißend wie die pfoten eines tigers beim liebesspiel weiche nerzchen umschmeicheln seinen mund dessen lippen an heimlich genaschte brombeeren erinnern mit zähnen die den puderzucker darüberstreuen und dann die augen nach dem erwachen dunkel und tief wie ein moorbad in das ich gleiten kann um mich für den tag mit wärme zu füllen dann kommen die kleinen lichterchen sie glitzern in mein lachen und zeichnen goldpünktchen auf meine haut wenn sie abends kerzenschein und rotwein spiegeln sprühen sie glühende kohlestückchen über mich die mich aus meinem kleid schmelzen meine freundin meine freundin rief prosy und holte mich unsanft aus meiner gefühlszeichnung bitte erfülle mir einen wunsch stelle mich ihm nie vor keine sekunde meines lebens könnte ich mehr an schlaf denken ich schmunzelte ich denke nie an schlaf immer nur an träume by lylo danke lylo mai abgelegt in love letters abgelegt in love letters,488,3218,"['freundin', 'und', 'nie', 'er', 'prosy', 'mich', 'roman', 'weiche', 'seiner', 'sagte']"
266,ein mann wie ein roman gestern war prosy bei mir meine freundin sagte sie erzähl doch wie sieht er denn nun aus er ist so schön sagte ich liebe wir haben doch gelernt dass man so nichts und niemanden beschreiben soll nie wirst du einen roman schreiben können ich seufzte meine freundin nun sag schon er ist groß und schlank und wirkt so gepflegt als bekäme er nicht einmal beim barfußlaufen schmutzige füße jeder millimeter seiner haut lässt mich die sonne sehen und auf seiner brust kringeln sich weiche löckchen die immer nach frisch geduscht duften seine hände sind trocken und warm zärtlich und reißend wie die pfoten eines tigers beim liebesspiel weiche nerzchen umschmeicheln seinen mund dessen lippen an heimlich genaschte brombeeren erinnern mit zähnen die den puderzucker darüberstreuen und dann die augen nach dem erwachen dunkel und tief wie ein moorbad in das ich gleiten kann um mich für den tag mit wärme zu füllen dann kommen die kleinen lichterchen sie glitzern in mein lachen und zeichnen goldpünktchen auf meine haut wenn sie abends kerzenschein und rotwein spiegeln sprühen sie glühende kohlestückchen über mich die mich aus meinem kleid schmelzen meine freundin meine freundin rief prosy und holte mich unsanft aus meiner gefühlszeichnung bitte erfülle mir einen wunsch stelle mich ihm nie vor keine sekunde meines lebens könnte ich mehr an schlaf denken ich schmunzelte ich denke nie an schlaf immer nur an träume by lylo danke abgelegt in love letters,489,3218,"['freundin', 'und', 'nie', 'er', 'prosy', 'mich', 'roman', 'weiche', 'seiner', 'sagte']"
267,dich sprechen will ich langsam gleite ich vom grunde der erfüllung an die oberfläche des erwachens liebster küsse mir noch etwas atem und feuchte mir die lippen mit dem duft deiner lust dich will ich sprechen dich der du deine liebe zeichnest auf mich mit bunten fingerspitzen und den farben deiner zunge dich der du braunen augensamt auf meine brüste legst aus dem erwartungsvolle freudenpünktchen sie an deine zähne locken mit denen du sie sanft empfängst wie ein muttertier sein junges sie wegträgst in die warme höhle deines mundes sprechen will ich dich wie ich an deiner männlichkeit erzittere dich sprechen wie du sie in meine hände legst vertrauend sie erwächst im schutze freudiger erwartung sprechen will ich dich wie dein blick die gier aus meinen augen trinkt die in heißen wellen aus dem bauche meiner liebe strömt beim anblick deines bebenden gemächts das seine macht aus dem duft meines verlangens schöpft dich sprechen will ich wie die wogen deiner leidenschaft dich zu verschlingen drohen wie du halt an meinem busen suchst und dann will ich dich schweigen by lylo lylo mai abgelegt in love letters abgelegt in love letters,491,3218,"['sprechen', 'dich', 'will', 'wie', 'ich', 'sie', 'legst', 'deiner', 'letters', 'du']"
268,dich sprechen will ich langsam gleite ich vom grunde der erfüllung an die oberfläche des erwachens liebster küsse mir noch etwas atem und feuchte mir die lippen mit dem duft deiner lust dich will ich sprechen dich der du deine liebe zeichnest auf mich mit bunten fingerspitzen und den farben deiner zunge dich der du braunen augensamt auf meine brüste legst aus dem erwartungsvolle freudenpünktchen sie an deine zähne locken mit denen du sie sanft empfängst wie ein muttertier sein junges sie wegträgst in die warme höhle deines mundes sprechen will ich dich wie ich an deiner männlichkeit erzittere dich sprechen wie du sie in meine hände legst vertrauend sie erwächst im schutze freudiger erwartung sprechen will ich dich wie dein blick die gier aus meinen augen trinkt die in heißen wellen aus dem bauche meiner liebe strömt beim anblick deines bebenden gemächts das seine macht aus dem duft meines verlangens schöpft dich sprechen will ich wie die wogen deiner leidenschaft dich zu verschlingen drohen wie du halt an meinem busen suchst und dann will ich dich schweigen by lylo lylo mai abgelegt in love letters abgelegt in love letters donnavivace gast mai schweigen wie was eins zur zeit geht bei mir auch nur reden oder schweigen lylo was soll ich ohne deine täglichen gedichte machen bis ein roman fertig ist braucht es ja wohl meherer gedichtspausen was ersma n schönes wochenende meine rasseblume ach du liebe ich kann dir ein paar gedichtbände schicken das letzte mal hat es mehr als jahre gedauert bis ich zu den gedichten zurück gekehrt bin aber noch ist es ja nicht so weit ich merke nur wie ich wohl immer noch fließend schreibe aber selber schon sehr unzufrieden werde das gefühl habe dass ich mich dauernd wiederhole und deshalb der gefühlsausdruck leidet was bei liebeslyrik nicht so sein sollte zumindest nicht für mich bei meiner ein blumiges wochenende das letzte mal hat es mehr als jahre gedauert bis ich zu den gedichten zurück gekehrt bin aber noch ist es ja nicht so weit ich merke nur wie ich wohl immer noch fließend schreibe aber selber schon sehr unzufrieden werde das gefühl habe dass ich mich dauernd wiederhole und deshalb der gefühlsausdruck leidet was bei liebeslyrik nicht so sein sollte zumindest nicht für mich bei meiner ein blumiges wochenende ,492,3218,"['sprechen', 'ich', 'dich', 'will', 'wie', 'wochenende', 'schweigen', 'was', 'bei', 'wiederhole']"
269,haben wir zuviel gewollt machten wir die götter neidisch schnallen unsere engel die flügel ab und torkeln hinter uns statt unseren liebesflug zu lenken ich weiß es nicht ich weiß nur eines wenn ich dich spüre so wie jetzt fliege ich auch ohne flügel zu dir by lylo danke lylo mrz abgelegt in love letters du bist ein schmetterling der farben in mein leben gaukelt doch von blüte zu blatt entschwebt und sich nicht einfangen lässt du bist ein traumtänzer der worte in meine träume tanzt doch pirouetten mich alleine wirbeln lässt du bist ein leiser frühlingshauch der zärtlich meine haut streichelt doch viele knospen zum erblühen lädt ich bin das gedicht das ohne dich nicht tönt by lylo lylo mrz abgelegt in bitter lyric,494,3218,"['flügel', 'bist', 'lässt', 'doch', 'mrz', 'ich', 'wirbeln', 'tönt', 'lädt', 'leiser']"
270,jetzt haben wir zuviel gewollt machten wir die götter neidisch schnallen unsere engel die flügel ab und torkeln hinter uns statt unseren liebesflug zu lenken ich weiß es nicht ich weiß nur eines wenn ich dich spüre so wie jetzt fliege ich auch ohne flügel zu dir by lylo danke lylo mrz abgelegt in love letters abgelegt in love letters schööön liebe verleiht flügel lg und xxx lg und xxx sparchlos so leicht ist es also zu lieben so ganz ohne flügel einfach wunderbar es macht mich sprachlos hier bei dir zu lesen einfach wunderbar es macht mich sprachlos hier bei dir zu lesen ,495,3218,"['flügel', 'xxx', 'sprachlos', 'letters', 'zu', 'wunderbar', 'es', 'macht', 'verleiht', 'sparchlos']"
271,jetzt haben wir zuviel gewollt machten wir die götter neidisch schnallen unsere engel die flügel ab und torkeln hinter uns statt unseren liebesflug zu lenken ich weiß es nicht ich weiß nur eines wenn ich dich spüre so wie jetzt fliege ich auch ohne flügel zu dir by lylo danke lylo mrz abgelegt in love letters abgelegt in love letters,496,3218,"['flügel', 'letters', 'weiß', 'jetzt', 'schnallen', 'machten', 'liebesflug', 'zuviel', 'gewollt', 'torkeln']"
272,es war einmal beginnen alle märchen nur unseres nicht das beginnt mit den worten es ist by lylo lylo feb abgelegt in lyric kisses am einundzwanzigsten februar stürzest du einfach in mich du hast nicht angeklopft und nicht gefragt du hast die tür aus den angeln gerissen und bist die treppe hinaufgestürmt mitten in mein herz hast mich mit küssen überschwemmt und mit deiner lust geflutet nichts nützten mir meine schreie du hast sie mir aus den nächten geschüttelt und zum frühstück serviert auf dem tablett deiner liebe jetzt bist du feuer und wasser für mich der weinstock aus dem die trauben meiner liebe reifen und die ernte die mich reich macht du bist der rhythmus der mich bewegt die welle auf der ich schwimme und ich bin das wort das sich um dich legt wie ein nacktes weib bin der tanz auf dem hochseil der gedanken die glut im aschenhaufen des alltags und jeder tag ist ein einundzwanzigster februar by lylo lylo feb abgelegt in love letters,497,3218,"['hast', 'februar', 'du', 'und', 'bist', 'mich', 'die', 'der', 'feb', 'überschwemmt']"
273,einundzwanzigster februar am einundzwanzigsten februar stürzest du einfach in mich du hast nicht angeklopft und nicht gefragt du hast die tür aus den angeln gerissen und bist die treppe hinaufgestürmt mitten in mein herz hast mich mit küssen überschwemmt und mit deiner lust geflutet nichts nützten mir meine schreie du hast sie mir aus den nächten geschüttelt und zum frühstück serviert auf dem tablett deiner liebe jetzt bist du feuer und wasser für mich der weinstock aus dem die trauben meiner liebe reifen und die ernte die mich reich macht du bist der rhythmus der mich bewegt die welle auf der ich schwimme und ich bin das wort das sich um dich legt wie ein nacktes weib bin der tanz auf dem hochseil der gedanken die glut im aschenhaufen des alltags und jeder tag ist ein einundzwanzigster februar by lylo lylo feb abgelegt in love letters abgelegt in love letters und ich bin feuer und flamme und auch nicht nur am februar wie intensiv so ein warmer feuchter heißer februar gratuliere zu dem stück und zu dem ungeahnten wohlverdienten glück feuchter heißer februar gratuliere zu dem stück und zu dem ungeahnten wohlverdienten glück mir mir mir gratulierst du vielen dank manchmal ganz manchmal liepste lylo folge ich dir nur schwerlich vielen dank manchmal ganz manchmal liepste lylo folge ich dir nur schwerlich ,498,3218,"['februar', 'manchmal', 'und', 'dem', 'wohlverdienten', 'ungeahnten', 'schwerlich', 'gratuliere', 'liepste', 'feuchter']"
274,einundzwanzigster februar am einundzwanzigsten februar stürzest du einfach in mich du hast nicht angeklopft und nicht gefragt du hast die tür aus den angeln gerissen und bist die treppe hinaufgestürmt mitten in mein herz hast mich mit küssen überschwemmt und mit deiner lust geflutet nichts nützten mir meine schreie du hast sie mir aus den nächten geschüttelt und zum frühstück serviert auf dem tablett deiner liebe jetzt bist du feuer und wasser für mich der weinstock aus dem die trauben meiner liebe reifen und die ernte die mich reich macht du bist der rhythmus der mich bewegt die welle auf der ich schwimme und ich bin das wort das sich um dich legt wie ein nacktes weib bin der tanz auf dem hochseil der gedanken die glut im aschenhaufen des alltags und jeder tag ist ein einundzwanzigster februar by lylo lylo feb abgelegt in love letters abgelegt in love letters,499,3218,"['februar', 'hast', 'einundzwanzigster', 'du', 'und', 'bist', 'letters', 'mich', 'die', 'der']"
275,reiseproviant ich wünsche dir dass dich die kraft der liebe nicht verlässt dann wirst du sieger bleiben by lylo für p ich bitte um verständnis keine kommentare erwünscht lylo feb abgelegt in love letters abgelegt in love letters,500,3218,"['letters', 'sieger', 'reiseproviant', 'verlässt', 'erwünscht', 'verständnis', 'bleiben', 'wirst', 'kraft', 'kommentare']"
276,du wohnst in mir wenn du nun gehst dann sei gewiss dies haus wird stets das deine bleiben das du gebaut mit deiner liebe hände an seinen fenstern werde ich ausschau halten nach dir und an dem herd da meine liebe sorgsam weiter köcheln für dich du wohnst in mir und die gedanken meiner liebe werden bei dir sein überall in dieser welt und auch in jeder anderen by lylo für p ich bitte um verständnis keine kommentare erwünscht lylo feb abgelegt in love letters abgelegt in love letters,501,3218,"['wohnst', 'letters', 'köcheln', 'du', 'stets', 'gebaut', 'erwünscht', 'sorgsam', 'gewiss', 'herd']"
277,lass mich dich spüren leg deinen kopf in meinen schoß und gib mir deine hand ich möchte küsse auf deine stirn hauchen und wunderbar unsinnige worte in dein ohr flüstern möchte fingerspitzen über deine wangen schicken und blicke in dein herz tauchen lass mich dich spüren in diesen stunden in denen es keine worte gibt dich trösten in diesen augenblicken die so trostlos dir erscheinen leg deinen kopf in meinen schoß und gib mir deine hand by lylo lylo feb abgelegt in love letters abgelegt in love letters ein wunderschönes liebesgedicht glg vom paulchen glg vom paulchen,502,3218,"['glg', 'paulchen', 'leg', 'gib', 'letters', 'spüren', 'deine', 'schoß', 'lass', 'kopf']"
278,lass mich dich spüren leg deinen kopf in meinen schoß und gib mir deine hand ich möchte küsse auf deine stirn hauchen und wunderbar unsinnige worte in dein ohr flüstern möchte fingerspitzen über deine wangen schicken und blicke in dein herz tauchen lass mich dich spüren in diesen stunden in denen es keine worte gibt dich trösten in diesen augenblicken die so trostlos dir erscheinen leg deinen kopf in meinen schoß und gib mir deine hand by lylo lylo feb abgelegt in love letters abgelegt in love letters,503,3218,"['leg', 'gib', 'letters', 'spüren', 'deine', 'schoß', 'lass', 'kopf', 'möchte', 'diesen']"
279,die liebe die dich liebt ich bin die sehnsucht die ihren körper weich um dich schmiegt bin die freude die auf dem weg liegt um von dir gepflückt zu werden ich bin der steigbügel der dich in den sattel hebt wenn du vom leben abgeschüttelt wirst ich bin dein junges blut das zuversicht in deine liebe pumpt ich bin der steg über die täler des alltags die brücke über die schlucht der sorge ich bin der sieg den du für dich erkämpfst ich bin die kraft die deine krücken wegwirft und der mut der deine ängste in die flucht schlägt ich bin das licht das die augen deiner seele erhellt ich bin das wort das dich in dunklen nächten streichelt und dann der blick der dich in den morgen küsst ich bin das brot das deinem herzen nahrung gibt ich bin der wein der deine männlichkeit erhitzt ich bin der stern der immer über dir leuchtet der regenbogen der am fuße deines lebens steht ich bin die liebe die dich liebt by lylo lylo feb abgelegt in love letters abgelegt in love letters,504,3218,"['bin', 'der', 'die', 'ich', 'dich', 'das', 'liebt', 'letters', 'deine', 'über']"
280,der sieg ist unser du wildes blut in meinem blut pfeffer auf wunden die du mir gebissen hast heut nacht hautfetzen wehen von meinem rücken fahnen des sieges den wir miteinander errungen haben erahnen lassen mich die zeichnungen auf meiner haut wegemale zu meinem aufgerissenen herzen die süße ohnmacht aus der erwacht ich bin in deinen armen heut morgen by lylo lylo feb abgelegt in lyric lust abgelegt in lyric lust,505,3218,"['heut', 'blut', 'meinem', 'zeichnungen', 'wegemale', 'sieges', 'hautfetzen', 'gebissen', 'fahnen', 'errungen']"
